TimePeriod,GeoType,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean ppb
Winter 2021-22,UHF42,105,4,Crotona -Tremont,21.3,23.6,22.4
Winter 2021-22,UHF42,106,4,High Bridge - Morrisania,21.4,23.6,22.5
Winter 2021-22,UHF42,107,4,Hunts Point - Mott Haven,19.5,26.1,23.4
Winter 2021-22,UHF42,201,4,Greenpoint,22.7,25.2,23.7
Winter 2021-22,UHF42,202,4,Downtown - Heights - Slope,21.5,25,23.3
Winter 2021-22,UHF42,203,4,Bedford Stuyvesant - Crown Heights,21.1,23,21.9
Winter 2021-22,UHF42,204,4,East New York,19.6,23.1,21.3
Winter 2021-22,UHF42,205,4,Sunset Park,20.1,26.9,23.1
Winter 2021-22,UHF42,206,4,Borough Park,20.2,21.8,21
Winter 2021-22,UHF42,207,4,East Flatbush - Flatbush,20.1,21.8,20.9
Winter 2021-22,UHF42,208,4,Canarsie - Flatlands,17,21.6,19.2
Winter 2021-22,UHF42,209,4,Bensonhurst - Bay Ridge,19.1,21.4,20.1
Winter 2021-22,UHF42,210,4,Coney Island - Sheepshead Bay,17.9,19.9,19
Winter 2021-22,UHF42,211,4,Williamsburg - Bushwick,21.3,26.1,23.4
Winter 2021-22,UHF42,301,4,Washington Heights,19.7,23.6,21.2
Winter 2021-22,UHF42,302,4,Central Harlem - Morningside Heights,21.2,22,21.6
Winter 2021-22,UHF42,303,4,East Harlem,20.9,22.1,21.6
Winter 2021-22,UHF42,304,4,Upper West Side,21.1,23.2,22.1
Winter 2021-22,UHF42,305,4,Upper East Side,21.5,25,23.3
Winter 2021-22,UHF42,306,4,Chelsea - Clinton,23.6,30.5,26.8
Winter 2021-22,UHF42,307,4,Gramercy Park - Murray Hill,23.8,30.6,27.1
Winter 2021-22,UHF42,308,4,Greenwich Village - SoHo,23.7,25.9,24.7
Winter 2021-22,UHF42,309,4,Union Square - Lower East Side,21,24.6,22.8
Winter 2021-22,UHF42,310,4,Lower Manhattan,24.1,27,25.6
Winter 2021-22,UHF42,401,4,Long Island City - Astoria,21.1,25.3,22.9
Winter 2021-22,UHF42,402,4,West Queens,20.9,25.7,22.6
Winter 2021-22,UHF42,403,4,Flushing - Clearview,20,22.3,20.9
Winter 2021-22,UHF42,404,4,Bayside - Little Neck,18.8,21,19.8
Winter 2021-22,UHF42,405,4,Ridgewood - Forest Hills,19.3,22.7,20.9
Winter 2021-22,UHF42,406,4,Fresh Meadows,19.3,20.8,20
Winter 2021-22,UHF42,407,4,Southwest Queens,18,20.9,19.4
Winter 2021-22,UHF42,408,4,Jamaica,18.2,22,19.7
Winter 2021-22,UHF42,409,4,Southeast Queens,17.3,19.6,18.6
Winter 2021-22,UHF42,410,4,Rockaways,14.9,16.5,15.7
Winter 2021-22,UHF42,501,4,Port Richmond,17.4,19.4,18.4
Winter 2021-22,UHF42,502,4,Stapleton - St. George,17.3,19.8,18.6
Winter 2021-22,UHF42,503,4,Willowbrook,15.3,18.6,16.8
Winter 2021-22,UHF42,504,4,South Beach - Tottenville,12.8,16.7,14.7
Winter 2021-22,UHF34,101,3,Kingsbridge - Riverdale,18.8,21.3,19.8
Winter 2021-22,UHF34,102,3,Northeast Bronx,20.6,22.4,21.3
Winter 2021-22,UHF34,103,3,Fordham - Bronx Pk,20,21.8,21.1
Winter 2021-22,UHF34,104,3,Pelham - Throgs Neck,20,23.5,21.8
Winter 2021-22,UHF34,201,3,Greenpoint,22.7,25.2,23.7
Winter 2021-22,UHF34,202,3,Downtown - Heights - Slope,21.5,25,23.3
Winter 2021-22,UHF34,203,3,Bedford Stuyvesant - Crown Heights,21.1,23,21.9
Winter 2021-22,UHF34,204,3,East New York,19.6,23.1,21.3
Winter 2021-22,UHF34,205,3,Sunset Park,20.1,26.9,23.1
Winter 2021-22,UHF34,206,3,Borough Park,20.2,21.8,21
Winter 2021-22,UHF34,207,3,East Flatbush - Flatbush,20.1,21.8,20.9
Winter 2021-22,UHF34,208,3,Canarsie - Flatlands,17,21.6,19.2
Winter 2021-22,UHF34,209,3,Bensonhurst - Bay Ridge,19.1,21.4,20.1
Winter 2021-22,UHF34,210,3,Coney Island - Sheepshead Bay,17.9,19.9,19
Winter 2021-22,UHF34,211,3,Williamsburg - Bushwick,21.3,26.1,23.4
Winter 2021-22,UHF34,301,3,Washington Heights,19.7,23.6,21.2
Winter 2021-22,UHF34,302,3,Central Harlem - Morningside Heights,21.2,22,21.6
Winter 2021-22,UHF34,303,3,East Harlem,20.9,22.1,21.6
Winter 2021-22,UHF34,304,3,Upper West Side,21.1,23.2,22.1
Winter 2021-22,UHF34,401,3,Long Island City - Astoria,21.1,25.3,22.9
Winter 2021-22,UHF34,402,3,West Queens,20.9,25.7,22.6
Winter 2021-22,UHF34,403,3,Flushing - Clearview,20,22.3,20.9
Winter 2021-22,UHF34,405,3,Ridgewood - Forest Hills,19.3,22.7,20.9
Winter 2021-22,UHF34,407,3,Southwest Queens,18,20.9,19.4
Winter 2021-22,UHF34,408,3,Jamaica,18.2,22,19.7
Winter 2021-22,UHF34,409,3,Southeast Queens,17.3,19.6,18.6
Winter 2021-22,UHF34,410,3,Rockaways,14.9,16.5,15.7
Winter 2021-22,UHF34,305307,3,Upper East Side-Gramercy,22,29.3,25.1
Winter 2021-22,UHF34,306308,3,Chelsea-Village  ,23.6,29.9,26.1
Winter 2021-22,UHF34,309310,3,Union Square-Lower Manhattan,21.2,26.3,23.6
Winter 2021-22,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,18.9,21,19.9
Winter 2021-22,UHF34,501502,3,Northern SI,17.3,19.6,18.5
Winter 2021-22,UHF34,503504,3,Southern SI,13.2,17.8,15.5
Winter 2021-22,UHF34,105106107,3,South Bronx,21.3,25.2,22.9
Winter 2021-22,Borough,1,1,Bronx,19.7,23.7,21.8
Winter 2021-22,Borough,2,1,Brooklyn,18.7,24,21.2
Winter 2021-22,Borough,3,1,Manhattan,20.9,27.2,23.4
Winter 2021-22,Borough,4,1,Queens,17.5,22.6,20.1
Winter 2021-22,Borough,5,1,Staten Island,13.5,19.1,16.4
Winter 2021-22,Citywide,1,0,New York City,15.9,23.5,20.1
Annual Average 2021,CD,101,6,Financial District (CD1),20.2,22.7,21.6
Annual Average 2021,CD,102,6,Greenwich Village and Soho (CD2),20.5,22,21.2
Annual Average 2021,CD,103,6,Lower East Side and Chinatown (CD3),17.3,21.2,19.3
Annual Average 2021,CD,104,6,Clinton and Chelsea (CD4),20.5,24.4,22.3
Annual Average 2021,CD,105,6,Midtown (CD5),23.1,27,25.2
Annual Average 2021,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),18.8,24.9,22.1
Annual Average 2021,CD,107,6,Upper West Side (CD7),17.7,20.5,19.2
Annual Average 2021,CD,108,6,Upper East Side (CD8),17.6,22.4,20.4
Annual Average 2021,CD,109,6,Morningside Heights and Hamilton Heights (CD9),17.1,18.6,18
Annual Average 2021,CD,110,6,Central Harlem (CD10),17.5,19.1,18.3
Annual Average 2021,CD,111,6,East Harlem (CD11),17.3,18.9,18.3
Annual Average 2021,CD,112,6,Washington Heights and Inwood (CD12),14.2,19.5,16.9
Annual Average 2021,CD,201,6,Mott Haven and Melrose (CD1),17.4,21.2,18.7
Annual Average 2021,CD,202,6,Hunts Point and Longwood (CD2),17.2,22.7,19.3
Annual Average 2021,CD,203,6,Morrisania and Crotona (CD3),16.2,18.2,17.3
Annual Average 2021,CD,204,6,Highbridge and Concourse (CD4),17.4,19,18.1
Annual Average 2021,CD,205,6,Fordham and University Heights (CD5),17.1,19.2,18.1
Annual Average 2021,CD,206,6,Belmont and East Tremont (CD6),15.9,18.5,17.4
Annual Average 2021,CD,207,6,Kingsbridge Heights and Bedford (CD7),15.8,17.8,16.9
Annual Average 2021,CD,208,6,Riverdale and Fieldston (CD8),13,17.1,14.7
Annual Average 2021,CD,209,6,Parkchester and Soundview (CD9),14.5,18.2,16.6
Annual Average 2021,CD,210,6,Throgs Neck and Co-op City (CD10),13.3,17.2,15.4
Annual Average 2021,CD,211,6,Morris Park and Bronxdale (CD11),15.5,17.4,16.3
Annual Average 2021,CD,212,6,Williamsbridge and Baychester (CD12),13.7,16.7,15.6
Annual Average 2021,CD,301,6,Greenpoint and Williamsburg (CD1),18.5,23.8,20.7
Annual Average 2021,CD,302,6,Fort Greene and Brooklyn Heights (CD2),17.6,19.8,18.8
Annual Average 2021,CD,303,6,Bedford Stuyvesant (CD3),16.6,20.6,17.9
Annual Average 2021,CD,304,6,Bushwick (CD4),15.2,19.8,17.5
Annual Average 2021,CD,305,6,East New York and Starrett City (CD5),13.4,18,15.9
Annual Average 2021,CD,306,6,Park Slope and Carroll Gardens (CD6),17.2,19.9,18.6
Annual Average 2021,CD,307,6,Sunset Park (CD7),14.3,21.9,18.1
Annual Average 2021,CD,308,6,Crown Heights and Prospect Heights (CD8),16.7,18.3,17.5
Annual Average 2021,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),16.4,17.5,17
Annual Average 2021,CD,310,6,Bay Ridge and Dyker Heights (CD10),14.2,17.8,16.4
Annual Average 2021,CD,311,6,Bensonhurst (CD11),15.5,17,16.4
Annual Average 2021,CD,312,6,Borough Park (CD12),16.1,17.7,16.9
Annual Average 2021,CD,313,6,Coney Island (CD13),12.6,15.2,14.1
Annual Average 2021,CD,314,6,Flatbush and Midwood (CD14),15.4,17.1,16.2
Annual Average 2021,CD,315,6,Sheepshead Bay (CD15),13,16,14.9
Annual Average 2021,CD,316,6,Brownsville (CD16),15.9,17.6,16.7
Annual Average 2021,CD,317,6,East Flatbush (CD17),15.6,17.5,16.5
Annual Average 2021,CD,318,6,Flatlands and Canarsie (CD18),10.9,16.2,14.3
Annual Average 2021,CD,401,6,Long Island City and Astoria (CD1),15.2,18.9,17.3
Annual Average 2021,CD,402,6,Woodside and Sunnyside (CD2),17,24.4,20.2
Annual Average 2021,CD,403,6,Jackson Heights (CD3),16.2,17.6,16.9
Annual Average 2021,CD,404,6,Elmhurst and Corona (CD4),16.9,18,17.5
Annual Average 2021,CD,405,6,Ridgewood and Maspeth (CD5),13.5,21.7,17.5
Annual Average 2021,CD,406,6,Rego Park and Forest Hills (CD6),14.2,17.3,15.8
Annual Average 2021,CD,407,6,Flushing and Whitestone (CD7),14.1,17.6,15.7
Annual Average 2021,CD,408,6,Hillcrest and Fresh Meadows (CD8),13,15.8,14.7
Annual Average 2021,CD,409,6,Kew Gardens and Woodhaven (CD9),14.5,16.8,15.8
Annual Average 2021,CD,410,6,South Ozone Park and Howard Beach (CD10),13.2,15.7,14.6
Annual Average 2021,CD,411,6,Bayside and Little Neck (CD11),12.3,15.6,14.2
Annual Average 2021,CD,412,6,Jamaica and Hollis (CD12),14,16.9,15.1
Annual Average 2021,CD,413,6,Queens Village (CD13),13.2,15.8,14.6
Annual Average 2021,CD,414,6,Rockaway and Broad Channel (CD14),9.5,12.6,11.3
Annual Average 2021,CD,501,6,St. George and Stapleton (CD1),13.9,16.4,15.3
Annual Average 2021,CD,502,6,South Beach and Willowbrook (CD2),10.9,15,13
Annual Average 2021,CD,503,6,Tottenville and Great Kills (CD3),9.1,13,11.1
Annual Average 2021,UHF42,101,4,Kingsbridge - Riverdale,13,17.4,14.8
Annual Average 2021,UHF42,102,4,Northeast Bronx,15.1,16.7,16
Annual Average 2021,UHF42,103,4,Fordham - Bronx Pk,13.5,17.7,16
Annual Average 2021,UHF42,104,4,Pelham - Throgs Neck,13.9,17.8,16
Annual Average 2021,UHF42,105,4,Crotona -Tremont,16.3,18.8,17.6
Annual Average 2021,UHF42,106,4,High Bridge - Morrisania,17.3,18.9,18
Annual Average 2021,UHF42,107,4,Hunts Point - Mott Haven,15.4,21.6,18.5
Annual Average 2021,UHF42,201,4,Greenpoint,18.6,23.1,20.6
Annual Average 2021,UHF42,202,4,Downtown - Heights - Slope,17.3,20,18.8
Annual Average 2021,UHF42,203,4,Bedford Stuyvesant - Crown Heights,16.4,18.1,17.1
Annual Average 2021,UHF42,204,4,East New York,14,18,16.1
Annual Average 2021,UHF42,205,4,Sunset Park,14.4,21.8,18
Annual Average 2021,UHF42,206,4,Borough Park,15.8,17.6,16.7
Annual Average 2021,UHF42,207,4,East Flatbush - Flatbush,15.5,17.4,16.4
Annual Average 2021,UHF42,208,4,Canarsie - Flatlands,11,16.8,14.3
Annual Average 2021,UHF42,209,4,Bensonhurst - Bay Ridge,14,17.4,16
Annual Average 2021,UHF42,210,4,Coney Island - Sheepshead Bay,12.9,16,14.7
Annual Average 2021,UHF42,211,4,Williamsburg - Bushwick,16.9,22.3,19
Annual Average 2021,UHF42,301,4,Washington Heights,14.5,19.1,17.1
Annual Average 2021,UHF42,302,4,Central Harlem - Morningside Heights,17.4,18.9,18.2
Annual Average 2021,UHF42,303,4,East Harlem,17.2,18.9,18.3
Annual Average 2021,UHF42,304,4,Upper West Side,17.7,20.5,19.2
Annual Average 2021,UHF42,305,4,Upper East Side,17.5,22.3,20.3
Annual Average 2021,UHF42,306,4,Chelsea - Clinton,20.8,26.3,23.3
Annual Average 2021,UHF42,307,4,Gramercy Park - Murray Hill,20.9,26.3,23.5
Annual Average 2021,UHF42,308,4,Greenwich Village - SoHo,20.5,22.2,21.3
Annual Average 2021,UHF42,309,4,Union Square - Lower East Side,17.4,21.8,19.6
Annual Average 2021,UHF42,310,4,Lower Manhattan,20.1,22.8,21.5
Annual Average 2021,UHF42,401,4,Long Island City - Astoria,16.9,22,19
Annual Average 2021,UHF42,402,4,West Queens,16.4,22.6,18.6
Annual Average 2021,UHF42,403,4,Flushing - Clearview,14.3,17.2,15.7
Annual Average 2021,UHF42,404,4,Bayside - Little Neck,12.3,15.6,13.9
Annual Average 2021,UHF42,405,4,Ridgewood - Forest Hills,13.6,17.8,16
Annual Average 2021,UHF42,406,4,Fresh Meadows,13.7,15.7,14.9
Annual Average 2021,UHF42,407,4,Southwest Queens,13.9,16.2,15.1
Annual Average 2021,UHF42,408,4,Jamaica,13.6,17.1,15.3
Annual Average 2021,UHF42,409,4,Southeast Queens,13.2,15.1,14.3
Annual Average 2021,UHF42,410,4,Rockaways,9.7,12.6,11.4
Annual Average 2021,UHF42,501,4,Port Richmond,14.3,16.6,15.7
Annual Average 2021,UHF42,502,4,Stapleton - St. George,12.4,15.9,14.3
Annual Average 2021,UHF42,503,4,Willowbrook,10.9,15.7,13.3
Annual Average 2021,UHF42,504,4,South Beach - Tottenville,9.3,13.4,11.3
Annual Average 2021,UHF34,101,3,Kingsbridge - Riverdale,13,17.4,14.8
Annual Average 2021,UHF34,102,3,Northeast Bronx,15.1,16.7,16
Annual Average 2021,UHF34,103,3,Fordham - Bronx Pk,13.5,17.7,16
Annual Average 2021,UHF34,104,3,Pelham - Throgs Neck,13.9,17.8,16
Annual Average 2021,UHF34,201,3,Greenpoint,18.6,23.1,20.6
Annual Average 2021,UHF34,202,3,Downtown - Heights - Slope,17.3,20,18.8
Annual Average 2021,UHF34,203,3,Bedford Stuyvesant - Crown Heights,16.4,18.1,17.1
Annual Average 2021,UHF34,204,3,East New York,14,18,16.1
Annual Average 2021,UHF34,205,3,Sunset Park,14.4,21.8,18
Annual Average 2021,UHF34,206,3,Borough Park,15.8,17.6,16.7
Annual Average 2021,UHF34,207,3,East Flatbush - Flatbush,15.5,17.4,16.4
Annual Average 2021,UHF34,208,3,Canarsie - Flatlands,11,16.8,14.3
Annual Average 2021,UHF34,209,3,Bensonhurst - Bay Ridge,14,17.4,16
Annual Average 2021,UHF34,210,3,Coney Island - Sheepshead Bay,12.9,16,14.7
Annual Average 2021,UHF34,211,3,Williamsburg - Bushwick,16.9,22.3,19
Annual Average 2021,UHF34,301,3,Washington Heights,14.5,19.1,17.1
Annual Average 2021,UHF34,302,3,Central Harlem - Morningside Heights,17.4,18.9,18.2
Annual Average 2021,UHF34,303,3,East Harlem,17.2,18.9,18.3
Annual Average 2021,UHF34,304,3,Upper West Side,17.7,20.5,19.2
Annual Average 2021,UHF34,401,3,Long Island City - Astoria,16.9,22,19
Annual Average 2021,UHF34,402,3,West Queens,16.4,22.6,18.6
Annual Average 2021,UHF34,403,3,Flushing - Clearview,14.3,17.2,15.7
Annual Average 2021,UHF34,405,3,Ridgewood - Forest Hills,13.6,17.8,16
Annual Average 2021,UHF34,407,3,Southwest Queens,13.9,16.2,15.1
Annual Average 2021,UHF34,408,3,Jamaica,13.6,17.1,15.3
Annual Average 2021,UHF34,409,3,Southeast Queens,13.2,15.1,14.3
Annual Average 2021,UHF34,410,3,Rockaways,9.7,12.6,11.4
Annual Average 2021,UHF34,305307,3,Upper East Side-Gramercy,18.6,25.3,21.8
Annual Average 2021,UHF34,306308,3,Chelsea-Village  ,20.7,25.8,22.6
Annual Average 2021,UHF34,309310,3,Union Square-Lower Manhattan,17.6,22.3,20.2
Annual Average 2021,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,12.5,15.7,14.3
Annual Average 2021,UHF34,501502,3,Northern SI,12.8,16.3,14.8
Annual Average 2021,UHF34,503504,3,Southern SI,9.7,14.7,12
Annual Average 2021,UHF34,105106107,3,South Bronx,16.5,20.1,18.1
Annual Average 2021,Borough,1,1,Bronx,14.2,18.5,16.5
Annual Average 2021,Borough,2,1,Brooklyn,13.9,19.5,16.7
Annual Average 2021,Borough,3,1,Manhattan,17,23.7,20
Annual Average 2021,Borough,4,1,Queens,12.6,18.1,15.5
Annual Average 2021,Borough,5,1,Staten Island,10.1,15.8,12.8
Annual Average 2021,Citywide,1,0,New York City,12,19.1,15.7
Summer 2021,CD,101,6,Financial District (CD1),16.5,19.2,18
Summer 2021,CD,102,6,Greenwich Village and Soho (CD2),17.2,18.5,17.8
Summer 2021,CD,103,6,Lower East Side and Chinatown (CD3),13.1,17.6,15.4
Summer 2021,CD,104,6,Clinton and Chelsea (CD4),17.4,21.4,19.2
Summer 2021,CD,105,6,Midtown (CD5),19.8,24,22.1
Summer 2021,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),14.9,21.7,18.6
Summer 2021,CD,107,6,Upper West Side (CD7),14,17.2,15.7
Summer 2021,CD,108,6,Upper East Side (CD8),13.7,19,16.8
Summer 2021,CD,109,6,Morningside Heights and Hamilton Heights (CD9),13.2,14.8,14.2
Summer 2021,CD,110,6,Central Harlem (CD10),13.6,15.4,14.5
Summer 2021,CD,111,6,East Harlem (CD11),13.4,15.2,14.5
Summer 2021,CD,112,6,Washington Heights and Inwood (CD12),10,15.9,13
Summer 2021,CD,201,6,Mott Haven and Melrose (CD1),13.5,18.6,15.3
Summer 2021,CD,202,6,Hunts Point and Longwood (CD2),13.5,20.7,16.2
Summer 2021,CD,203,6,Morrisania and Crotona (CD3),12.2,14.4,13.4
Summer 2021,CD,204,6,Highbridge and Concourse (CD4),13.5,15.3,14.3
Summer 2021,CD,205,6,Fordham and University Heights (CD5),13.2,15.5,14.3
Summer 2021,CD,206,6,Belmont and East Tremont (CD6),11.9,14.8,13.5
Summer 2021,CD,207,6,Kingsbridge Heights and Bedford (CD7),11.9,13.9,13
Summer 2021,CD,208,6,Riverdale and Fieldston (CD8),8.8,13.3,10.7
Summer 2021,CD,209,6,Parkchester and Soundview (CD9),10.5,14.7,12.9
Summer 2021,CD,210,6,Throgs Neck and Co-op City (CD10),9.3,13.7,11.8
Summer 2021,CD,211,6,Morris Park and Bronxdale (CD11),11.7,13.8,12.6
Summer 2021,CD,212,6,Williamsbridge and Baychester (CD12),9.8,13.1,12
Summer 2021,CD,301,6,Greenpoint and Williamsburg (CD1),14.2,21.6,17.4
Summer 2021,CD,302,6,Fort Greene and Brooklyn Heights (CD2),13,15.7,14.5
Summer 2021,CD,303,6,Bedford Stuyvesant (CD3),11.3,16.9,13.1
Summer 2021,CD,304,6,Bushwick (CD4),9.8,15.8,12.7
Summer 2021,CD,305,6,East New York and Starrett City (CD5),7.6,13.1,10.4
Summer 2021,CD,306,6,Park Slope and Carroll Gardens (CD6),12.6,16,14.4
Summer 2021,CD,307,6,Sunset Park (CD7),9.1,18.7,13.7
Summer 2021,CD,308,6,Crown Heights and Prospect Heights (CD8),11.3,13.6,12.3
Summer 2021,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),10.9,12.2,11.6
Summer 2021,CD,310,6,Bay Ridge and Dyker Heights (CD10),8.9,13.1,11.5
Summer 2021,CD,311,6,Bensonhurst (CD11),9.9,11.7,10.9
Summer 2021,CD,312,6,Borough Park (CD12),10.4,12.6,11.6
Summer 2021,CD,313,6,Coney Island (CD13),6.4,9.2,8
Summer 2021,CD,314,6,Flatbush and Midwood (CD14),9.6,11.7,10.5
Summer 2021,CD,315,6,Sheepshead Bay (CD15),6.5,10,8.7
Summer 2021,CD,316,6,Brownsville (CD16),10.2,12.5,11.3
Summer 2021,CD,317,6,East Flatbush (CD17),9.8,12.1,10.9
Summer 2021,CD,318,6,Flatlands and Canarsie (CD18),4.2,10.5,8.1
Summer 2021,CD,401,6,Long Island City and Astoria (CD1),11.1,15.2,13.4
Summer 2021,CD,402,6,Woodside and Sunnyside (CD2),12.8,22.5,17
Summer 2021,CD,403,6,Jackson Heights (CD3),12,13.3,12.7
Summer 2021,CD,404,6,Elmhurst and Corona (CD4),12.6,13.7,13.1
Summer 2021,CD,405,6,Ridgewood and Maspeth (CD5),8,18.6,13.2
Summer 2021,CD,406,6,Rego Park and Forest Hills (CD6),9.2,12.9,11.1
Summer 2021,CD,407,6,Flushing and Whitestone (CD7),9.9,13.7,11.7
Summer 2021,CD,408,6,Hillcrest and Fresh Meadows (CD8),8.5,11.3,10.2
Summer 2021,CD,409,6,Kew Gardens and Woodhaven (CD9),9.5,12.1,10.8
Summer 2021,CD,410,6,South Ozone Park and Howard Beach (CD10),7.3,10.5,9.2
Summer 2021,CD,411,6,Bayside and Little Neck (CD11),8.3,11.8,10.2
Summer 2021,CD,412,6,Jamaica and Hollis (CD12),9.2,12.7,10.5
Summer 2021,CD,413,6,Queens Village (CD13),8.6,11.7,10.4
Summer 2021,CD,414,6,Rockaway and Broad Channel (CD14),2.7,6.5,4.9
Summer 2021,CD,501,6,St. George and Stapleton (CD1),9.5,12.6,11.2
Summer 2021,CD,502,6,South Beach and Willowbrook (CD2),5.7,10.4,8.1
Summer 2021,CD,503,6,Tottenville and Great Kills (CD3),2.5,7.5,5.1
Summer 2021,UHF42,101,4,Kingsbridge - Riverdale,8.8,13.6,10.8
Summer 2021,UHF42,102,4,Northeast Bronx,11.4,13.3,12.4
Summer 2021,UHF42,103,4,Fordham - Bronx Pk,9.6,13.9,12.1
Summer 2021,UHF42,104,4,Pelham - Throgs Neck,10.1,14.4,12.3
Summer 2021,UHF42,105,4,Crotona -Tremont,12.4,15.1,13.8
Summer 2021,UHF42,106,4,High Bridge - Morrisania,13.3,15.2,14.2
Summer 2021,UHF42,107,4,Hunts Point - Mott Haven,11.2,19.2,15.1
Summer 2021,UHF42,201,4,Greenpoint,14.4,20.7,17.2
Summer 2021,UHF42,202,4,Downtown - Heights - Slope,12.7,16.1,14.6
Summer 2021,UHF42,203,4,Bedford Stuyvesant - Crown Heights,10.9,13.2,11.9
Summer 2021,UHF42,204,4,East New York,8.4,13.1,10.8
Summer 2021,UHF42,205,4,Sunset Park,9.1,18.6,13.7
Summer 2021,UHF42,206,4,Borough Park,10.1,12.5,11.4
Summer 2021,UHF42,207,4,East Flatbush - Flatbush,9.7,12.1,10.7
Summer 2021,UHF42,208,4,Canarsie - Flatlands,4.2,11.3,8.2
Summer 2021,UHF42,209,4,Bensonhurst - Bay Ridge,8.5,12.7,10.8
Summer 2021,UHF42,210,4,Coney Island - Sheepshead Bay,6.5,10.2,8.5
Summer 2021,UHF42,211,4,Williamsburg - Bushwick,11.8,19.2,14.7
Summer 2021,UHF42,301,4,Washington Heights,10.3,15.5,13.2
Summer 2021,UHF42,302,4,Central Harlem - Morningside Heights,13.6,15.2,14.4
Summer 2021,UHF42,303,4,East Harlem,13.4,15.2,14.5
Summer 2021,UHF42,304,4,Upper West Side,14,17.2,15.7
Summer 2021,UHF42,305,4,Upper East Side,13.7,18.8,16.7
Summer 2021,UHF42,306,4,Chelsea - Clinton,17.6,23.2,20.2
Summer 2021,UHF42,307,4,Gramercy Park - Murray Hill,17.3,23.1,20.2
Summer 2021,UHF42,308,4,Greenwich Village - SoHo,17.2,18.7,17.9
Summer 2021,UHF42,309,4,Union Square - Lower East Side,13.2,18.3,15.7
Summer 2021,UHF42,310,4,Lower Manhattan,16.3,19.2,17.8
Summer 2021,UHF42,401,4,Long Island City - Astoria,12.9,19.4,15.5
Summer 2021,UHF42,402,4,West Queens,12.1,20.1,14.7
Summer 2021,UHF42,403,4,Flushing - Clearview,10.2,13.4,11.7
Summer 2021,UHF42,404,4,Bayside - Little Neck,8.2,11.8,10
Summer 2021,UHF42,405,4,Ridgewood - Forest Hills,8.3,13.3,11.3
Summer 2021,UHF42,406,4,Fresh Meadows,9.3,11.5,10.5
Summer 2021,UHF42,407,4,Southwest Queens,8.3,11.3,9.8
Summer 2021,UHF42,408,4,Jamaica,8.9,12.9,10.8
Summer 2021,UHF42,409,4,Southeast Queens,8.5,11,9.9
Summer 2021,UHF42,410,4,Rockaways,2.9,6.6,4.9
Summer 2021,UHF42,501,4,Port Richmond,10.3,12.9,11.8
Summer 2021,UHF42,502,4,Stapleton - St. George,7.3,11.7,9.6
Summer 2021,UHF42,503,4,Willowbrook,5.7,11.5,8.6
Summer 2021,UHF42,504,4,South Beach - Tottenville,2.7,8,5.4
Summer 2021,UHF34,101,3,Kingsbridge - Riverdale,8.8,13.6,10.8
Summer 2021,UHF34,102,3,Northeast Bronx,11.4,13.3,12.4
Summer 2021,UHF34,103,3,Fordham - Bronx Pk,9.6,13.9,12.1
Summer 2021,UHF34,104,3,Pelham - Throgs Neck,10.1,14.4,12.3
Summer 2021,UHF34,201,3,Greenpoint,14.4,20.7,17.2
Summer 2021,UHF34,202,3,Downtown - Heights - Slope,12.7,16.1,14.6
Summer 2021,UHF34,203,3,Bedford Stuyvesant - Crown Heights,10.9,13.2,11.9
Summer 2021,UHF34,204,3,East New York,8.4,13.1,10.8
Summer 2021,UHF34,205,3,Sunset Park,9.1,18.6,13.7
Summer 2021,UHF34,206,3,Borough Park,10.1,12.5,11.4
Summer 2021,UHF34,207,3,East Flatbush - Flatbush,9.7,12.1,10.7
Summer 2021,UHF34,208,3,Canarsie - Flatlands,4.2,11.3,8.2
Summer 2021,UHF34,209,3,Bensonhurst - Bay Ridge,8.5,12.7,10.8
Summer 2021,UHF34,210,3,Coney Island - Sheepshead Bay,6.5,10.2,8.5
Summer 2021,UHF34,211,3,Williamsburg - Bushwick,11.8,19.2,14.7
Summer 2021,UHF34,301,3,Washington Heights,10.3,15.5,13.2
Summer 2021,UHF34,302,3,Central Harlem - Morningside Heights,13.6,15.2,14.4
