TimePeriod,GeoType,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean ppb
Winter 2015-16,UHF34,410,3,Rockaways,15.8,19.6,18
Winter 2015-16,UHF34,305307,3,Upper East Side-Gramercy,25.9,34.1,30.1
Winter 2015-16,UHF34,306308,3,Chelsea-Village  ,27.3,33.6,30.2
Winter 2015-16,UHF34,309310,3,Union Square-Lower Manhattan,25.3,30.5,28.2
Winter 2015-16,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,18.7,23.8,21.6
Winter 2015-16,UHF34,501502,3,Northern SI,16.8,22.4,20
Winter 2015-16,UHF34,503504,3,Southern SI,15,19.7,17.2
Winter 2015-16,UHF34,105106107,3,South Bronx,22.4,25.7,24.3
Winter 2015-16,Borough,1,1,Bronx,19,25.1,22.3
Winter 2015-16,Borough,2,1,Brooklyn,20.2,25.9,23.4
Winter 2015-16,Borough,3,1,Manhattan,23.6,32.3,27.5
Winter 2015-16,Borough,4,1,Queens,19.2,25.4,22.4
Winter 2015-16,Borough,5,1,Staten Island,15.3,21.6,18.1
Winter 2015-16,Citywide,1,0,New York City,17.2,25.8,22.1
Annual Average 2015,CD,101,6,Financial District (CD1),25,28.2,26.7
Annual Average 2015,CD,102,6,Greenwich Village and Soho (CD2),24,27.8,26.3
Annual Average 2015,CD,103,6,Lower East Side and Chinatown (CD3),21,27.4,24.3
Annual Average 2015,CD,104,6,Clinton and Chelsea (CD4),23.6,30.9,27.2
Annual Average 2015,CD,105,6,Midtown (CD5),30.2,35.4,32.9
Annual Average 2015,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),24.6,33.4,29.3
Annual Average 2015,CD,107,6,Upper West Side (CD7),22,25.3,23.8
Annual Average 2015,CD,108,6,Upper East Side (CD8),21,29.5,25.8
Annual Average 2015,CD,109,6,Morningside Heights and Hamilton Heights (CD9),21.5,23.9,22.9
Annual Average 2015,CD,110,6,Central Harlem (CD10),21.7,24.7,23.2
Annual Average 2015,CD,111,6,East Harlem (CD11),21.1,24.1,22.9
Annual Average 2015,CD,112,6,Washington Heights and Inwood (CD12),17.3,23.7,20.7
Annual Average 2015,CD,201,6,Mott Haven and Melrose (CD1),20.8,22.6,21.8
Annual Average 2015,CD,202,6,Hunts Point and Longwood (CD2),18.2,23,20.8
Annual Average 2015,CD,203,6,Morrisania and Crotona (CD3),19.8,22.5,21.4
Annual Average 2015,CD,204,6,Highbridge and Concourse (CD4),21.2,23.6,22.4
Annual Average 2015,CD,205,6,Fordham and University Heights (CD5),20.9,24,22.7
Annual Average 2015,CD,206,6,Belmont and East Tremont (CD6),19.4,22.8,21.4
Annual Average 2015,CD,207,6,Kingsbridge Heights and Bedford (CD7),19.4,22.6,20.9
Annual Average 2015,CD,208,6,Riverdale and Fieldston (CD8),15.3,21.2,17.8
Annual Average 2015,CD,209,6,Parkchester and Soundview (CD9),16.7,22.5,20.1
Annual Average 2015,CD,210,6,Throgs Neck and Co-op City (CD10),15.7,21.4,18.8
Annual Average 2015,CD,211,6,Morris Park and Bronxdale (CD11),18.5,20.7,19.6
Annual Average 2015,CD,212,6,Williamsbridge and Baychester (CD12),16.4,20.5,19
Annual Average 2015,CD,301,6,Greenpoint and Williamsburg (CD1),20.2,23.2,21.7
Annual Average 2015,CD,302,6,Fort Greene and Brooklyn Heights (CD2),20.7,24.4,22.4
Annual Average 2015,CD,303,6,Bedford Stuyvesant (CD3),20.3,22.2,21.3
Annual Average 2015,CD,304,6,Bushwick (CD4),17.8,21.6,20.3
Annual Average 2015,CD,305,6,East New York and Starrett City (CD5),15.3,20.8,18.7
Annual Average 2015,CD,306,6,Park Slope and Carroll Gardens (CD6),19.1,23,21.4
Annual Average 2015,CD,307,6,Sunset Park (CD7),16.1,22.4,19.8
Annual Average 2015,CD,308,6,Crown Heights and Prospect Heights (CD8),20.3,22.4,21.3
Annual Average 2015,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),19.8,21.5,20.8
Annual Average 2015,CD,310,6,Bay Ridge and Dyker Heights (CD10),15.9,21.4,19.2
Annual Average 2015,CD,311,6,Bensonhurst (CD11),17.8,19.9,19.1
Annual Average 2015,CD,312,6,Borough Park (CD12),18.6,20.9,19.9
Annual Average 2015,CD,313,6,Coney Island (CD13),13.9,17.7,16.1
Annual Average 2015,CD,314,6,Flatbush and Midwood (CD14),18.2,20.6,19.3
Annual Average 2015,CD,315,6,Sheepshead Bay (CD15),14.8,19,17.4
Annual Average 2015,CD,316,6,Brownsville (CD16),19.2,20.8,20.1
Annual Average 2015,CD,317,6,East Flatbush (CD17),18.4,21.3,19.8
Annual Average 2015,CD,318,6,Flatlands and Canarsie (CD18),12.1,19.2,16.6
Annual Average 2015,CD,401,6,Long Island City and Astoria (CD1),18.4,22.4,20.6
Annual Average 2015,CD,402,6,Woodside and Sunnyside (CD2),19.3,22.5,21.2
Annual Average 2015,CD,403,6,Jackson Heights (CD3),19.8,21.9,21
Annual Average 2015,CD,404,6,Elmhurst and Corona (CD4),20.9,23.1,21.9
Annual Average 2015,CD,405,6,Ridgewood and Maspeth (CD5),16,21.5,19.4
Annual Average 2015,CD,406,6,Rego Park and Forest Hills (CD6),17.6,22.4,20
Annual Average 2015,CD,407,6,Flushing and Whitestone (CD7),17,21,19
Annual Average 2015,CD,408,6,Hillcrest and Fresh Meadows (CD8),15.8,20,18.3
Annual Average 2015,CD,409,6,Kew Gardens and Woodhaven (CD9),18,20.6,19.5
Annual Average 2015,CD,410,6,South Ozone Park and Howard Beach (CD10),15.9,19.7,18.2
Annual Average 2015,CD,411,6,Bayside and Little Neck (CD11),14.9,19.9,17.6
Annual Average 2015,CD,412,6,Jamaica and Hollis (CD12),17.3,20.5,18.5
Annual Average 2015,CD,413,6,Queens Village (CD13),15.7,18.6,17.2
Annual Average 2015,CD,414,6,Rockaway and Broad Channel (CD14),11,15.2,13.4
Annual Average 2015,CD,501,6,St. George and Stapleton (CD1),14.6,18.6,16.9
Annual Average 2015,CD,502,6,South Beach and Willowbrook (CD2),11.3,16.3,13.6
Annual Average 2015,CD,503,6,Tottenville and Great Kills (CD3),9.6,13.8,11.8
Annual Average 2015,UHF42,101,4,Kingsbridge - Riverdale,15.3,21.2,17.8
Annual Average 2015,UHF42,102,4,Northeast Bronx,18.2,20.7,19.5
Annual Average 2015,UHF42,103,4,Fordham - Bronx Pk,16,22.5,19.8
Annual Average 2015,UHF42,104,4,Pelham - Throgs Neck,16.4,21.8,19.4
Annual Average 2015,UHF42,105,4,Crotona -Tremont,20,23.5,21.8
Annual Average 2015,UHF42,106,4,High Bridge - Morrisania,21.2,23.5,22.3
Annual Average 2015,UHF42,107,4,Hunts Point - Mott Haven,18.3,22.8,20.9
Annual Average 2015,UHF42,201,4,Greenpoint,20.1,23.4,21.7
Annual Average 2015,UHF42,202,4,Downtown - Heights - Slope,19.7,23.8,21.9
Annual Average 2015,UHF42,203,4,Bedford Stuyvesant - Crown Heights,19.8,22,20.8
Annual Average 2015,UHF42,204,4,East New York,16.3,20.8,19.1
Annual Average 2015,UHF42,205,4,Sunset Park,16.2,22.3,19.7
Annual Average 2015,UHF42,206,4,Borough Park,18.6,20.8,19.7
Annual Average 2015,UHF42,207,4,East Flatbush - Flatbush,18.4,21.3,19.7
Annual Average 2015,UHF42,208,4,Canarsie - Flatlands,12.2,19.2,16.5
Annual Average 2015,UHF42,209,4,Bensonhurst - Bay Ridge,15.6,20.8,18.6
Annual Average 2015,UHF42,210,4,Coney Island - Sheepshead Bay,14.6,19,17.1
Annual Average 2015,UHF42,211,4,Williamsburg - Bushwick,20.6,21.9,21.3
Annual Average 2015,UHF42,301,4,Washington Heights,17.8,23.7,21.1
Annual Average 2015,UHF42,302,4,Central Harlem - Morningside Heights,21.6,24.5,23.1
Annual Average 2015,UHF42,303,4,East Harlem,21.1,24.2,23
Annual Average 2015,UHF42,304,4,Upper West Side,22,25.3,23.9
Annual Average 2015,UHF42,305,4,Upper East Side,21,29.1,25.7
Annual Average 2015,UHF42,306,4,Chelsea - Clinton,24.4,34.1,29.2
Annual Average 2015,UHF42,307,4,Gramercy Park - Murray Hill,27,34.7,31.2
Annual Average 2015,UHF42,308,4,Greenwich Village - SoHo,24.1,27.8,26.3
Annual Average 2015,UHF42,309,4,Union Square - Lower East Side,21.2,28.5,24.8
Annual Average 2015,UHF42,310,4,Lower Manhattan,24.9,28.1,26.6
Annual Average 2015,UHF42,401,4,Long Island City - Astoria,19.6,22.5,21.4
Annual Average 2015,UHF42,402,4,West Queens,19.7,22.3,21.1
Annual Average 2015,UHF42,403,4,Flushing - Clearview,17.3,20.8,19.1
Annual Average 2015,UHF42,404,4,Bayside - Little Neck,14.8,19.9,17.3
Annual Average 2015,UHF42,405,4,Ridgewood - Forest Hills,16.3,21.6,19.2
Annual Average 2015,UHF42,406,4,Fresh Meadows,17.1,20.1,18.8
Annual Average 2015,UHF42,407,4,Southwest Queens,17,20.2,18.7
Annual Average 2015,UHF42,408,4,Jamaica,16.8,20.2,18.4
Annual Average 2015,UHF42,409,4,Southeast Queens,15.6,18.6,17.2
Annual Average 2015,UHF42,410,4,Rockaways,11.2,15.2,13.6
Annual Average 2015,UHF42,501,4,Port Richmond,15.1,18.8,17.4
Annual Average 2015,UHF42,502,4,Stapleton - St. George,12.1,18,15.3
Annual Average 2015,UHF42,503,4,Willowbrook,11.6,17,14.2
Annual Average 2015,UHF42,504,4,South Beach - Tottenville,9.7,13.9,11.9
Annual Average 2015,UHF34,101,3,Kingsbridge - Riverdale,15.3,21.2,17.8
Annual Average 2015,UHF34,102,3,Northeast Bronx,18.2,20.7,19.5
Annual Average 2015,UHF34,103,3,Fordham - Bronx Pk,16,22.5,19.8
Annual Average 2015,UHF34,104,3,Pelham - Throgs Neck,16.4,21.8,19.4
Annual Average 2015,UHF34,201,3,Greenpoint,20.1,23.4,21.7
Annual Average 2015,UHF34,202,3,Downtown - Heights - Slope,19.7,23.8,21.9
Annual Average 2015,UHF34,203,3,Bedford Stuyvesant - Crown Heights,19.8,22,20.8
Annual Average 2015,UHF34,204,3,East New York,16.3,20.8,19.1
Annual Average 2015,UHF34,205,3,Sunset Park,16.2,22.3,19.7
Annual Average 2015,UHF34,206,3,Borough Park,18.6,20.8,19.7
Annual Average 2015,UHF34,207,3,East Flatbush - Flatbush,18.4,21.3,19.7
Annual Average 2015,UHF34,208,3,Canarsie - Flatlands,12.2,19.2,16.5
Annual Average 2015,UHF34,209,3,Bensonhurst - Bay Ridge,15.6,20.8,18.6
Annual Average 2015,UHF34,210,3,Coney Island - Sheepshead Bay,14.6,19,17.1
Annual Average 2015,UHF34,211,3,Williamsburg - Bushwick,20.6,21.9,21.3
Annual Average 2015,UHF34,301,3,Washington Heights,17.8,23.7,21.1
Annual Average 2015,UHF34,302,3,Central Harlem - Morningside Heights,21.6,24.5,23.1
Annual Average 2015,UHF34,303,3,East Harlem,21.1,24.2,23
Annual Average 2015,UHF34,304,3,Upper West Side,22,25.3,23.9
Annual Average 2015,UHF34,401,3,Long Island City - Astoria,19.6,22.5,21.4
Annual Average 2015,UHF34,402,3,West Queens,19.7,22.3,21.1
Annual Average 2015,UHF34,403,3,Flushing - Clearview,17.3,20.8,19.1
Annual Average 2015,UHF34,405,3,Ridgewood - Forest Hills,16.3,21.6,19.2
Annual Average 2015,UHF34,407,3,Southwest Queens,17,20.2,18.7
Annual Average 2015,UHF34,408,3,Jamaica,16.8,20.2,18.4
Annual Average 2015,UHF34,409,3,Southeast Queens,15.6,18.6,17.2
Annual Average 2015,UHF34,410,3,Rockaways,11.2,15.2,13.6
Annual Average 2015,UHF34,305307,3,Upper East Side-Gramercy,23.1,33.7,28.3
Annual Average 2015,UHF34,306308,3,Chelsea-Village  ,24.2,33.2,28.2
Annual Average 2015,UHF34,309310,3,Union Square-Lower Manhattan,21.7,28.3,25.4
Annual Average 2015,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,15.1,20,17.9
Annual Average 2015,UHF34,501502,3,Northern SI,12.6,18.5,16
Annual Average 2015,UHF34,503504,3,Southern SI,10.2,15.6,12.8
Annual Average 2015,UHF34,105106107,3,South Bronx,19.1,23.3,21.6
Annual Average 2015,Borough,1,1,Bronx,16.7,22.6,20
Annual Average 2015,Borough,2,1,Brooklyn,15.9,22,19.3
Annual Average 2015,Borough,3,1,Manhattan,20.9,30.9,25.2
Annual Average 2015,Borough,4,1,Queens,15.1,21.5,18.5
Annual Average 2015,Borough,5,1,Staten Island,10.6,17.7,13.7
Annual Average 2015,Citywide,1,0,New York City,12.8,22.4,18.4
Summer 2015,CD,101,6,Financial District (CD1),21.2,24.6,23
Summer 2015,CD,102,6,Greenwich Village and Soho (CD2),20,24,22.4
Summer 2015,CD,103,6,Lower East Side and Chinatown (CD3),16.6,23.5,20.1
Summer 2015,CD,104,6,Clinton and Chelsea (CD4),19.5,27.4,23.4
Summer 2015,CD,105,6,Midtown (CD5),26.7,32.4,29.7
Summer 2015,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),20.5,30,25.6
Summer 2015,CD,107,6,Upper West Side (CD7),17.9,21.2,19.8
Summer 2015,CD,108,6,Upper East Side (CD8),16.6,25.7,21.7
Summer 2015,CD,109,6,Morningside Heights and Hamilton Heights (CD9),17.4,19.9,18.9
Summer 2015,CD,110,6,Central Harlem (CD10),17.5,20.6,19.1
Summer 2015,CD,111,6,East Harlem (CD11),16.7,19.8,18.6
Summer 2015,CD,112,6,Washington Heights and Inwood (CD12),13.6,19.8,16.9
Summer 2015,CD,201,6,Mott Haven and Melrose (CD1),16.3,18.3,17.4
Summer 2015,CD,202,6,Hunts Point and Longwood (CD2),13.6,18.7,16.4
Summer 2015,CD,203,6,Morrisania and Crotona (CD3),15.6,18.4,17.2
Summer 2015,CD,204,6,Highbridge and Concourse (CD4),17.1,19.7,18.4
Summer 2015,CD,205,6,Fordham and University Heights (CD5),17.1,20.1,18.8
Summer 2015,CD,206,6,Belmont and East Tremont (CD6),15.4,18.8,17.4
Summer 2015,CD,207,6,Kingsbridge Heights and Bedford (CD7),15.7,18.9,17.2
Summer 2015,CD,208,6,Riverdale and Fieldston (CD8),11.8,17.5,14.3
Summer 2015,CD,209,6,Parkchester and Soundview (CD9),12.2,18.3,15.8
Summer 2015,CD,210,6,Throgs Neck and Co-op City (CD10),11.3,17.3,14.6
Summer 2015,CD,211,6,Morris Park and Bronxdale (CD11),14.5,16.7,15.6
Summer 2015,CD,212,6,Williamsbridge and Baychester (CD12),12.8,16.8,15.3
Summer 2015,CD,301,6,Greenpoint and Williamsburg (CD1),15.5,18.6,17
Summer 2015,CD,302,6,Fort Greene and Brooklyn Heights (CD2),16.3,20.2,18
Summer 2015,CD,303,6,Bedford Stuyvesant (CD3),15.5,17.6,16.6
Summer 2015,CD,304,6,Bushwick (CD4),12.8,16.8,15.5
Summer 2015,CD,305,6,East New York and Starrett City (CD5),9.9,15.6,13.4
Summer 2015,CD,306,6,Park Slope and Carroll Gardens (CD6),14.6,18.6,16.9
Summer 2015,CD,307,6,Sunset Park (CD7),11.4,17.8,15.1
Summer 2015,CD,308,6,Crown Heights and Prospect Heights (CD8),15.4,17.8,16.6
Summer 2015,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),14.9,16.7,15.9
Summer 2015,CD,310,6,Bay Ridge and Dyker Heights (CD10),10.6,16.5,14.2
Summer 2015,CD,311,6,Bensonhurst (CD11),12.2,14.6,13.6
Summer 2015,CD,312,6,Borough Park (CD12),13.2,16,14.8
Summer 2015,CD,313,6,Coney Island (CD13),7.8,11.7,10
Summer 2015,CD,314,6,Flatbush and Midwood (CD14),12.8,15.6,14
Summer 2015,CD,315,6,Sheepshead Bay (CD15),8.5,13.3,11.4
Summer 2015,CD,316,6,Brownsville (CD16),14,15.7,15
Summer 2015,CD,317,6,East Flatbush (CD17),13.1,16.2,14.6
Summer 2015,CD,318,6,Flatlands and Canarsie (CD18),5.9,13.7,10.8
Summer 2015,CD,401,6,Long Island City and Astoria (CD1),13.7,17.7,15.9
Summer 2015,CD,402,6,Woodside and Sunnyside (CD2),14.4,17.8,16.4
Summer 2015,CD,403,6,Jackson Heights (CD3),15,17.2,16.2
Summer 2015,CD,404,6,Elmhurst and Corona (CD4),16.1,18.3,17.1
Summer 2015,CD,405,6,Ridgewood and Maspeth (CD5),10.9,16.6,14.4
Summer 2015,CD,406,6,Rego Park and Forest Hills (CD6),12.7,17.6,15.2
Summer 2015,CD,407,6,Flushing and Whitestone (CD7),12.4,16.3,14.4
Summer 2015,CD,408,6,Hillcrest and Fresh Meadows (CD8),10.9,15.1,13.5
Summer 2015,CD,409,6,Kew Gardens and Woodhaven (CD9),13,15.5,14.4
Summer 2015,CD,410,6,South Ozone Park and Howard Beach (CD10),10.4,14.5,12.8
Summer 2015,CD,411,6,Bayside and Little Neck (CD11),10.3,15.2,13
Summer 2015,CD,412,6,Jamaica and Hollis (CD12),12,15.5,13.4
Summer 2015,CD,413,6,Queens Village (CD13),10.5,13.7,12.1
Summer 2015,CD,414,6,Rockaway and Broad Channel (CD14),4.5,8.7,6.9
Summer 2015,CD,501,6,St. George and Stapleton (CD1),10.2,14.3,12.5
Summer 2015,CD,502,6,South Beach and Willowbrook (CD2),6.3,11.6,8.8
Summer 2015,CD,503,6,Tottenville and Great Kills (CD3),4.2,8.7,6.6
Summer 2015,UHF42,101,4,Kingsbridge - Riverdale,11.8,17.6,14.3
Summer 2015,UHF42,102,4,Northeast Bronx,14.5,17,15.8
Summer 2015,UHF42,103,4,Fordham - Bronx Pk,12.4,18.8,16
Summer 2015,UHF42,104,4,Pelham - Throgs Neck,12,17.6,15.1
Summer 2015,UHF42,105,4,Crotona -Tremont,15.9,19.6,17.8
Summer 2015,UHF42,106,4,High Bridge - Morrisania,17.1,19.5,18.1
Summer 2015,UHF42,107,4,Hunts Point - Mott Haven,13.6,18.4,16.5
Summer 2015,UHF42,201,4,Greenpoint,15.4,18.8,17
Summer 2015,UHF42,202,4,Downtown - Heights - Slope,15.1,19.5,17.4
Summer 2015,UHF42,203,4,Bedford Stuyvesant - Crown Heights,14.8,17.4,16
Summer 2015,UHF42,204,4,East New York,11,15.6,13.9
Summer 2015,UHF42,205,4,Sunset Park,11.4,17.7,15
Summer 2015,UHF42,206,4,Borough Park,13.2,15.9,14.6
Summer 2015,UHF42,207,4,East Flatbush - Flatbush,13,16.3,14.5
Summer 2015,UHF42,208,4,Canarsie - Flatlands,6,13.8,10.8
Summer 2015,UHF42,209,4,Bensonhurst - Bay Ridge,10.1,15.8,13.3
Summer 2015,UHF42,210,4,Coney Island - Sheepshead Bay,8.4,13.2,11.1
Summer 2015,UHF42,211,4,Williamsburg - Bushwick,15.7,17.3,16.5
Summer 2015,UHF42,301,4,Washington Heights,14.1,19.8,17.3
Summer 2015,UHF42,302,4,Central Harlem - Morningside Heights,17.4,20.4,19
Summer 2015,UHF42,303,4,East Harlem,16.6,19.9,18.6
Summer 2015,UHF42,304,4,Upper West Side,17.9,21.2,19.8
Summer 2015,UHF42,305,4,Upper East Side,16.6,25.3,21.6
Summer 2015,UHF42,306,4,Chelsea - Clinton,20.3,31,25.6
Summer 2015,UHF42,307,4,Gramercy Park - Murray Hill,23.1,31.6,27.7
Summer 2015,UHF42,308,4,Greenwich Village - SoHo,20,24,22.4
Summer 2015,UHF42,309,4,Union Square - Lower East Side,16.8,24.7,20.8
Summer 2015,UHF42,310,4,Lower Manhattan,21.2,24.6,22.9
Summer 2015,UHF42,401,4,Long Island City - Astoria,14.9,17.8,16.7
Summer 2015,UHF42,402,4,West Queens,14.8,17.5,16.3
Summer 2015,UHF42,403,4,Flushing - Clearview,12.6,16.2,14.5
Summer 2015,UHF42,404,4,Bayside - Little Neck,10.2,15.3,12.6
Summer 2015,UHF42,405,4,Ridgewood - Forest Hills,11.3,16.7,14.3
Summer 2015,UHF42,406,4,Fresh Meadows,12.3,15.3,14
Summer 2015,UHF42,407,4,Southwest Queens,11.6,15,13.4
Summer 2015,UHF42,408,4,Jamaica,11.6,15.3,13.3
Summer 2015,UHF42,409,4,Southeast Queens,10.5,13.7,12
Summer 2015,UHF42,410,4,Rockaways,4.7,8.7,7
Summer 2015,UHF42,501,4,Port Richmond,11,14.6,13.1
Summer 2015,UHF42,502,4,Stapleton - St. George,7.1,13.3,10.4
Summer 2015,UHF42,503,4,Willowbrook,6.8,12.5,9.6
Summer 2015,UHF42,504,4,South Beach - Tottenville,4.3,8.8,6.7
Summer 2015,UHF34,101,3,Kingsbridge - Riverdale,11.8,17.6,14.3
Summer 2015,UHF34,102,3,Northeast Bronx,14.5,17,15.8
Summer 2015,UHF34,103,3,Fordham - Bronx Pk,12.4,18.8,16
Summer 2015,UHF34,104,3,Pelham - Throgs Neck,12,17.6,15.1
Summer 2015,UHF34,201,3,Greenpoint,15.4,18.8,17
Summer 2015,UHF34,202,3,Downtown - Heights - Slope,15.1,19.5,17.4
Summer 2015,UHF34,203,3,Bedford Stuyvesant - Crown Heights,14.8,17.4,16
Summer 2015,UHF34,204,3,East New York,11,15.6,13.9
Summer 2015,UHF34,205,3,Sunset Park,11.4,17.7,15
Summer 2015,UHF34,206,3,Borough Park,13.2,15.9,14.6
Summer 2015,UHF34,207,3,East Flatbush - Flatbush,13,16.3,14.5
Summer 2015,UHF34,208,3,Canarsie - Flatlands,6,13.8,10.8
Summer 2015,UHF34,209,3,Bensonhurst - Bay Ridge,10.1,15.8,13.3
Summer 2015,UHF34,210,3,Coney Island - Sheepshead Bay,8.4,13.2,11.1
Summer 2015,UHF34,211,3,Williamsburg - Bushwick,15.7,17.3,16.5
Summer 2015,UHF34,301,3,Washington Heights,14.1,19.8,17.3
Summer 2015,UHF34,302,3,Central Harlem - Morningside Heights,17.4,20.4,19
Summer 2015,UHF34,303,3,East Harlem,16.6,19.9,18.6
Summer 2015,UHF34,304,3,Upper West Side,17.9,21.2,19.8
Summer 2015,UHF34,401,3,Long Island City - Astoria,14.9,17.8,16.7
Summer 2015,UHF34,402,3,West Queens,14.8,17.5,16.3
Summer 2015,UHF34,403,3,Flushing - Clearview,12.6,16.2,14.5
Summer 2015,UHF34,405,3,Ridgewood - Forest Hills,11.3,16.7,14.3
Summer 2015,UHF34,407,3,Southwest Queens,11.6,15,13.4
Summer 2015,UHF34,408,3,Jamaica,11.6,15.3,13.3
Summer 2015,UHF34,409,3,Southeast Queens,10.5,13.7,12
Summer 2015,UHF34,410,3,Rockaways,4.7,8.7,7
Summer 2015,UHF34,305307,3,Upper East Side-Gramercy,18.9,30.5,24.4
Summer 2015,UHF34,306308,3,Chelsea-Village  ,20.2,30.1,24.5
Summer 2015,UHF34,309310,3,Union Square-Lower Manhattan,17.3,24.6,21.4
Summer 2015,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,10.4,15.3,13.2
Summer 2015,UHF34,501502,3,Northern SI,7.5,14.2,11.4
Summer 2015,UHF34,503504,3,Southern SI,4.8,11.1,7.8
Summer 2015,UHF34,105106107,3,South Bronx,14.7,19.2,17.4
Summer 2015,Borough,1,1,Bronx,12.7,18.6,16
Summer 2015,Borough,2,1,Brooklyn,10.1,17.4,14.1
Summer 2015,Borough,3,1,Manhattan,16.8,27.4,21.2
Summer 2015,Borough,4,1,Queens,9.9,16.8,13.5
Summer 2015,Borough,5,1,Staten Island,5.4,13.2,8.8
Summer 2015,Citywide,1,0,New York City,7.5,18,13.6
Winter 2014-15,CD,101,6,Financial District (CD1),28.9,31.7,30.4
Winter 2014-15,CD,102,6,Greenwich Village and Soho (CD2),28.2,31.5,30.2
Winter 2014-15,CD,103,6,Lower East Side and Chinatown (CD3),25.8,31.4,28.7
Winter 2014-15,CD,104,6,Clinton and Chelsea (CD4),27.6,33.7,30.7
Winter 2014-15,CD,105,6,Midtown (CD5),32.9,36.9,35
Winter 2014-15,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),28.5,35.6,32.4
Winter 2014-15,CD,107,6,Upper West Side (CD7),25.7,28.9,27.4
Winter 2014-15,CD,108,6,Upper East Side (CD8),25.3,32.5,29.3
Winter 2014-15,CD,109,6,Morningside Heights and Hamilton Heights (CD9),25,27.4,26.5
Winter 2014-15,CD,110,6,Central Harlem (CD10),25.3,28.2,26.8
Winter 2014-15,CD,111,6,East Harlem (CD11),25.2,28.1,26.9
Winter 2014-15,CD,112,6,Washington Heights and Inwood (CD12),20.8,27.1,24.1
Winter 2014-15,CD,201,6,Mott Haven and Melrose (CD1),25,26.8,25.9
Winter 2014-15,CD,202,6,Hunts Point and Longwood (CD2),22.8,27.1,25.2
Winter 2014-15,CD,203,6,Morrisania and Crotona (CD3),23.6,26.3,25.2
Winter 2014-15,CD,204,6,Highbridge and Concourse (CD4),24.9,27.2,26.1
Winter 2014-15,CD,205,6,Fordham and University Heights (CD5),24.5,27.5,26.2
Winter 2014-15,CD,206,6,Belmont and East Tremont (CD6),23.2,26.6,25.2
Winter 2014-15,CD,207,6,Kingsbridge Heights and Bedford (CD7),22.9,26,24.4
Winter 2014-15,CD,208,6,Riverdale and Fieldston (CD8),18.6,24.6,21.2
Winter 2014-15,CD,209,6,Parkchester and Soundview (CD9),21.3,26.7,24.4
Winter 2014-15,CD,210,6,Throgs Neck and Co-op City (CD10),20.3,25.7,23.2
Winter 2014-15,CD,211,6,Morris Park and Bronxdale (CD11),22.6,24.7,23.6
Winter 2014-15,CD,212,6,Williamsbridge and Baychester (CD12),20.1,24.2,22.7
Winter 2014-15,CD,301,6,Greenpoint and Williamsburg (CD1),25.5,28.3,26.8
Winter 2014-15,CD,302,6,Fort Greene and Brooklyn Heights (CD2),25.7,29.2,27.4
Winter 2014-15,CD,303,6,Bedford Stuyvesant (CD3),25.8,27.4,26.6
Winter 2014-15,CD,304,6,Bushwick (CD4),23.5,26.9,25.8
Winter 2014-15,CD,305,6,East New York and Starrett City (CD5),21.4,26.7,24.7
Winter 2014-15,CD,306,6,Park Slope and Carroll Gardens (CD6),24.5,28.1,26.6
Winter 2014-15,CD,307,6,Sunset Park (CD7),21.9,28,25.5
Winter 2014-15,CD,308,6,Crown Heights and Prospect Heights (CD8),25.9,27.6,26.7
Winter 2014-15,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),25.6,27,26.4
Winter 2014-15,CD,310,6,Bay Ridge and Dyker Heights (CD10),22.3,27.3,25.2
Winter 2014-15,CD,311,6,Bensonhurst (CD11),24.4,26.2,25.5
Winter 2014-15,CD,312,6,Borough Park (CD12),24.9,26.7,25.9
Winter 2014-15,CD,313,6,Coney Island (CD13),21,24.6,23
Winter 2014-15,CD,314,6,Flatbush and Midwood (CD14),24.5,26.4,25.4
Winter 2014-15,CD,315,6,Sheepshead Bay (CD15),22,25.6,24.2
Winter 2014-15,CD,316,6,Brownsville (CD16),25,26.5,25.8
Winter 2014-15,CD,317,6,East Flatbush (CD17),24.6,27.2,25.8
Winter 2014-15,CD,318,6,Flatlands and Canarsie (CD18),19.1,25.5,23.2
Winter 2014-15,CD,401,6,Long Island City and Astoria (CD1),23.2,27.1,25.4
Winter 2014-15,CD,402,6,Woodside and Sunnyside (CD2),24.5,27.5,26.3
Winter 2014-15,CD,403,6,Jackson Heights (CD3),24.8,26.8,25.9
Winter 2014-15,CD,404,6,Elmhurst and Corona (CD4),26,28.2,26.9
Winter 2014-15,CD,405,6,Ridgewood and Maspeth (CD5),21.7,26.9,24.9
Winter 2014-15,CD,406,6,Rego Park and Forest Hills (CD6),23,27.4,25.2
Winter 2014-15,CD,407,6,Flushing and Whitestone (CD7),21.9,25.9,24
Winter 2014-15,CD,408,6,Hillcrest and Fresh Meadows (CD8),21,25.2,23.6
Winter 2014-15,CD,409,6,Kew Gardens and Woodhaven (CD9),23.5,26.2,25.1
